Root Domain,Location on Site,Technology Spend,Sales Revenue,Social,Employees,SKU,Company,Vertical,Tranco,Page Rank,Majestic,Umbrella,Overall Score,Performance,Accessibility,SEO,Best Practices,Telephones,Emails,X,Twitter,TikTok,Threads,Facebook,LinkedIn,Google,Pinterest,GitHub,Instagram,Vk,Vimeo,YouTube,People,Verified Profiles,City,State,Zip,Country,First Detected,Last Found,First Indexed,Last Indexed,eCommerce Platform,CRuX Rank,Cloudflare Rank,Exclusion,Compliance
gading69boss.com,gading69boss.com,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16,2024-05-02,2024-04-16,2024-05-08,,-,-,-,-
gading69gacor.asia,gading69gacor.asia,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-27,2023-12-27,2023-12-27,2024-05-02,,Top 10m,-,-,-
gading69gacor.com,gading69gacor.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16,2024-04-16,2024-04-16,2024-05-02,,-,-,-,-
gading69gacor.info,gading69gacor.info,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05,2023-12-07,2023-12-05,2023-12-13,,-,-,-,-
gading69gacor.live,gading69gacor.live,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-25,2024-01-11,2023-12-25,2024-05-08,,Top 5m,-,-,-
gading69gacor.net,gading69gacor.net,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05,2023-12-07,2023-12-05,2024-05-02,,Top 10m,-,-,-
gading69gacor.org,gading69gacor.org,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-05,2023-12-07,2023-12-05,2024-02-15,,Top 5m,-,-,-
gading69ini.com,gading69ini.com,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-04-27,2024-05-08,,-,-,-,-
gading69jepe.com,gading69jepe.com,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-04-16,2024-05-08,,Top 50m,-,-,-
gading99slot.net,gading99slot.net,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-19,2024-05-02,2024-03-19,2024-05-02,,-,-,-,-
gadingcahaya.xyz,gadingcahaya.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-19,2023-09-27,2023-09-19,2023-12-13,,-,-,-,-
gadinggisellov.shop,gadinggisellov.shop,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-26,2024-03-26,2024-03-26,2024-05-06,,-,-,-,-
gadingjawa.life,gadingjawa.life,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-09,2023-12-09,2023-12-09,2024-02-15,,Top 5m,-,-,-
gadingjaya.xyz,gadingjaya.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-30,2023-10-19,2023-09-19,2023-12-15,,-,-,-,-
gadingmakmur.xyz,gadingmakmur.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-19,2023-10-02,2023-09-19,2024-01-15,,Top 1m,-,-,-
gadingmart.xyz,gadingmart.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2023-09-19,2023-11-23,2023-09-19,2023-12-13,,-,-,-,-
gadingpenyerang.com,gadingpenyerang.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-06,2024-03-22,2024-01-06,2024-05-06,,Top 500k,-,-,-
gadingsabtu.online,gadingsabtu.online,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-18,2023-06-18,2023-05-07,2024-05-07,,-,-,-,-
gadingselasa.online,gadingselasa.online,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-18,2023-06-18,2023-05-07,2024-05-07,,-,-,-,-
gadingsentosa.xyz,gadingsentosa.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-19,2023-10-02,2023-09-19,2023-12-13,,-,-,-,-
gadingshop.xyz,gadingshop.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-19,2023-12-09,2023-09-19,2023-12-13,,-,-,-,-
gadiscantik-a.site,gadiscantik-a.site,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2024-05-02,2023-12-20,2024-05-02,,-,-,-,-
gadiscantik-b.site,gadiscantik-b.site,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2024-05-02,2023-12-20,2024-05-02,,-,-,-,-
gadiscantik-c.site,gadiscantik-c.site,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2024-05-02,2023-12-20,2024-05-02,,-,-,-,-
gadiscantik-d.site,gadiscantik-d.site,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-20,2024-05-02,2023-12-20,2024-05-02,,-,-,-,-
gadisdesa.top,gadisdesa.top,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16,2024-04-25,2024-04-16,2024-05-02,,-,-,-,-
gadisimut.com,gadisimut.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-19,2024-01-11,2023-10-19,2024-01-11,,-,-,-,-
gadisjalang.pro,gadisjalang.pro,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16,2024-05-08,2024-04-16,2024-05-08,,-,-,-,-
gadislot2.site,gadislot2.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislot3.site,gadislot3.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislot4.site,gadislot4.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislotb.site,gadislotb.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislotc.site,gadislotc.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislotd.site,gadislotd.site/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-01-02,2024-05-02,,-,-,-,-
gadislotgacor-a.online,gadislotgacor-a.online,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-22,2024-05-02,2023-12-22,2024-05-02,,-,-,-,-
gadislotgacor-a.shop,gadislotgacor-a.shop,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-a.store,gadislotgacor-a.store,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-a.xyz,gadislotgacor-a.xyz,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-b.online,gadislotgacor-b.online,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-22,2024-05-02,2023-12-22,2024-05-02,,-,-,-,-
gadislotgacor-b.shop,gadislotgacor-b.shop,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-b.store,gadislotgacor-b.store,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-b.xyz,gadislotgacor-b.xyz,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-c.online,gadislotgacor-c.online,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-22,2024-05-02,2023-12-22,2024-05-02,,-,-,-,-
gadislotgacor-c.shop,gadislotgacor-c.shop,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-c.store,gadislotgacor-c.store,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-c.xyz,gadislotgacor-c.xyz,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-d.online,gadislotgacor-d.online,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-22,2024-05-02,2023-12-22,2024-05-02,,-,-,-,-
gadislotgacor-d.shop,gadislotgacor-d.shop,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-03-04,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-d.store,gadislotgacor-d.store,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadislotgacor-d.xyz,gadislotgacor-d.xyz,$100,,,,,GADISLOT,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-21,2024-05-02,2023-12-21,2024-05-02,,-,-,-,-
gadisqq.com,gadisqq.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01-10,2019-12-09,2016-12-24,2024-05-02,,-,-,-,-
gadisratu.live,gadisratu.live,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-15,2024-05-08,2024-01-15,2024-05-08,,-,-,-,-
gadisslot.xyz,gadisslot.xyz,$0,,,,,,,Outside Top 1m,91002885,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-18,2021-07-25,2021-06-02,2024-05-02,,-,-,-,-
gadistoto.com,gadistoto.com,$0,,,,,,,Outside Top 1m,75032175,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-12,2022-03-16,2022-02-23,2024-05-02,,-,-,-,-
gadistua.com,gadistua.com/*,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-10-17,2023-10-17,2023-10-17,2024-01-15,,Top 500k,-,-,-
gadisx.com,gadisx.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-25,2020-02-25,2019-08-25,2024-05-02,,-,-,-,-
gadizdesa.xyz,gadizdesa.xyz,$0,,,,,gadizdesa.xyz,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,,2023-08-01,2023-08-01,2023-08-01,2024-05-02,,-,-,-,-
gado-fashion.com,gado-fashion.com,$0,,0,0,0,,,Outside Top 1m,50366156,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-24,2022-11-30,2021-11-29,2024-05-02,,-,-,-,-
gadrh.com,gadrh.com,"$1,000","$74,321",0,0,20,mxmment,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-04,2024-03-04,2022-08-31,2024-05-08,Shopify;Tabarnapp,-,-,-,-
gadroon.com,gadroon.com,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-08-18,2022-03-16,2003-10-21,2024-05-02,,-,-,-,-
gadungacor.com,gadungacor.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-04-15,2024-05-02,,Top 5m,-,-,-
gadunslot.art,gadunslot.art,$0,,0,0,0,GADUNSLOT,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2022-09-09,2023-11-23,2022-08-23,2024-05-02,,-,-,-,-
gadunslot.asia,gadunslot.asia,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-12,2023-03-28,2022-04-26,2024-05-02,,-,-,-,-
gadunslot.beauty,gadunslot.beauty,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-09,2023-07-27,2022-08-23,2024-05-02,,-,-,-,-
gadunslot.click,gadunslot.click,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-24,2023-07-27,2022-10-18,2024-05-02,,-,-,-,-
gadunslot.com,gadunslot.com,$100,,0,0,0,GADUNSLOT,Sports,Outside Top 1m,58483339,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2021-09-06,2023-12-07,2020-09-22,2024-03-10,,-,-,-,-
gadunslot.cyou,gadunslot.cyou,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-05,2023-07-27,2022-11-05,2024-05-02,,-,-,-,-
gadunslot.digital,gadunslot.digital,$100,,0,0,0,GADUNSLOT,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2023-09-24,2023-12-07,2023-09-19,2024-01-10,,-,-,-,-
gadunslot.fun,gadunslot.fun,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-19,2023-05-31,2022-07-19,2024-05-02,,-,-,-,-
gadunslot.live,gadunslot.live,$100,,,,,,,Outside Top 1m,45111174,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-19,2022-07-19,2022-07-19,2024-05-02,,-,-,-,-
gadunslot.lol,gadunslot.lol,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-11,2024-05-02,2024-04-11,2024-05-02,,-,-,-,-
gadunslot.monster,gadunslot.monster,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-24,2023-07-27,2022-11-05,2024-05-02,,-,-,-,-
gadunslot.online,gadunslot.online,$0,,0,0,0,,,Outside Top 1m,19663250,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-07-02,2023-03-28,2022-04-26,2024-05-02,,-,-,-,-
gadunslot.org,gadunslot.org,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-10,2023-09-24,2021-07-31,2024-05-02,,-,-,-,-
gadunslot.shop,gadunslot.shop,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-11-05,2023-07-27,2022-11-05,2024-05-02,,-,-,-,-
gadunslot.site,gadunslot.site,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-12,2023-03-28,2022-04-26,2024-01-10,,-,-,-,-
gadunslot.space,gadunslot.space,$100,,0,0,0,GADUNSLOT,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2022-09-08,2023-12-07,2022-08-23,2024-03-10,,-,-,-,-
gadunslot.store,gadunslot.store,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-08,2023-07-27,2022-08-23,2024-05-02,,-,-,-,-
gadunslot.top,gadunslot.top,$100,,0,0,0,GADUNSLOT,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2023-09-10,2023-12-07,2022-08-23,2024-03-10,,-,-,-,-
gadunslot.website,gadunslot.website,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-10-18,2023-07-27,2022-08-23,2024-05-02,,-,-,-,-
gadunslot.xn--mk1bu44c,gadunslot.xn--mk1bu44c,$0,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-05-31,2023-03-28,2022-05-31,2024-05-02,,-,-,-,-
gadunslotevent.online,gadunslotevent.online,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-18,2023-11-25,2023-02-21,2024-05-02,,-,-,-,-
gadunslotfun.live,gadunslotfun.live,$100,,0,0,0,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-14,2024-05-08,2024-04-14,2024-05-08,,-,-,-,-
gadunslotjackpot.fun,gadunslotjackpot.fun,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-03,2024-02-03,2024-02-03,2024-03-15,,Top 5m,-,-,-
gadunslotjackpot.live,gadunslotjackpot.live,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-04,2024-02-04,2024-02-04,2024-04-15,,Top 1m,-,-,-
gadunslotjackpot.online,gadunslotjackpot.online,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-04,2024-02-04,2024-02-04,2024-05-02,,Top 1m,-,-,-
gadunslotjackpot.site,gadunslotjackpot.site,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-03,2024-02-03,2024-02-03,2024-05-02,,Top 5m,-,-,-
gadunslotjackpot.space,gadunslotjackpot.space,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-03,2024-02-03,2024-02-03,2024-05-02,,Top 5m,-,-,-
gadunslotjackpot.store,gadunslotjackpot.store,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-04,2024-02-04,2024-02-04,2024-04-15,,Top 5m,-,-,-
gadunslotjackpot.today,gadunslotjackpot.today,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-03,2024-02-03,2024-02-03,2024-05-02,,Top 5m,-,-,-
gadunslotjackpot.xyz,gadunslotjackpot.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-03,2024-02-03,2024-02-03,2024-05-02,,Top 500k,-,-,-
gadunslots.com,gadunslots.com,$100,,0,0,0,,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2023-06-18,2023-12-07,2022-11-05,2024-02-15,,Top 5m,-,-,-
gadunslots.online,gadunslots.online,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-25,2023-11-25,2023-06-14,2024-03-10,,-,-,-,-
gadunslots.site,gadunslots.site,$100,,,,,,Sports,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,ph:,,,,,,,,,,,,,,,,,,,,ID,2023-10-17,2023-11-23,2023-06-14,2024-02-15,,Top 5m,-,-,-
gadunt0t0.com,gadunt0t0.com,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-10,2023-06-18,2022-08-23,2024-05-02,,-,-,-,-
gaduntop.com,gaduntop.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-19,2024-03-19,2024-03-19,2024-05-02,,-,-,-,-
gaduntop1.com,gaduntop1.com,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-16,2024-05-02,2024-04-16,2024-05-02,,-,-,-,-
gaduntoto.biz,gaduntoto.biz,$0,,,,,,,Outside Top 1m,20727689,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-04,2023-03-31,2022-05-19,2024-05-02,,-,-,-,-
gaduntoto.co,gaduntoto.co,$0,,,,,,,Outside Top 1m,20727690,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-06-21,2023-03-31,2022-06-21,2024-05-02,,-,-,-,-
gaduntoto.live,gaduntoto.live,$0,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-20,2023-03-31,2022-09-20,2024-05-02,,-,-,-,-
gaduntoto.org,gaduntoto.org,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-05-02,2024-05-02,2024-04-15,2024-05-02,,Top 5m,-,-,-
gaduntoto.xyz,gaduntoto.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-09-01,2024-05-02,2022-08-16,2024-05-02,,-,-,-,-
gaduntoto3.xyz,gaduntoto3.xyz,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-24,2024-03-04,2023-12-24,2024-05-02,,-,-,-,-
gadventuresuk.co,gadventuresuk.co,$100,,,,,,,Outside Top 1m,Outside Top 100m,Outside Top 1m,Outside Top 1m,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-11-25,2024-03-04,2023-11-21,2024-05-02,,-,-,-,-
